1q96C.pdb -18010.869691  
1q96C.rmsd 0.000000  
1q96C_M1.pdb -16487.871775  
1q96C_M10.pdb -15918.711970  
1q96C_M100.pdb -13629.121091  
1q96C_M101.pdb -13540.522607  
1q96C_M102.pdb -13587.727971  
1q96C_M103.pdb -12947.608581  
1q96C_M104.pdb -13072.683559  
1q96C_M105.pdb -13443.760703  
1q96C_M106.pdb -13436.756184  
1q96C_M107.pdb -13799.271012  
1q96C_M108.pdb -12757.628000  
1q96C_M109.pdb -13885.354191  
1q96C_M11.pdb -16224.437640  
1q96C_M110.pdb -13619.352385  
1q96C_M111.pdb -13182.175309  
1q96C_M112.pdb -12374.284224  
1q96C_M113.pdb -13580.775717  
1q96C_M114.pdb -13951.142542  
1q96C_M115.pdb -13177.828891  
1q96C_M116.pdb -13277.077842  
1q96C_M117.pdb -13239.662479  
1q96C_M118.pdb -12460.622668  
1q96C_M119.pdb -13418.561691  
1q96C_M12.pdb -16294.698782  
1q96C_M120.pdb -12510.308735  
1q96C_M121.pdb -12719.709491  
1q96C_M122.pdb -12976.275655  
1q96C_M123.pdb -12563.233344  
1q96C_M124.pdb -13422.525535  
1q96C_M125.pdb -13729.819303  
1q96C_M126.pdb -12475.336643  
1q96C_M127.pdb -13415.678772  
1q96C_M128.pdb -12898.645599  
1q96C_M129.pdb -12681.124360  
1q96C_M13.pdb -15864.371509  
1q96C_M130.pdb -12614.019444  
1q96C_M131.pdb -12888.813315  
1q96C_M132.pdb -12473.197930  
1q96C_M133.pdb -12802.559934  
1q96C_M134.pdb -12673.239858  
1q96C_M135.pdb -12144.875274  
1q96C_M136.pdb -12980.014181  
1q96C_M137.pdb -12717.081700  
1q96C_M138.pdb -12902.966643  
1q96C_M139.pdb -12462.252692  
1q96C_M14.pdb -15962.439407  
1q96C_M140.pdb -13082.172739  
1q96C_M141.pdb -13016.367544  
1q96C_M142.pdb -13043.594710  
1q96C_M143.pdb -12691.078555  
1q96C_M144.pdb -12893.792889  
1q96C_M145.pdb -13014.604971  
1q96C_M146.pdb -13524.674509  
1q96C_M147.pdb -12584.082597  
1q96C_M148.pdb -12677.783731  
1q96C_M149.pdb -12708.235510  
1q96C_M15.pdb -15539.995951  
1q96C_M150.pdb -11770.331189  
1q96C_M151.pdb -12642.630222  
1q96C_M152.pdb -12138.682187  
1q96C_M153.pdb -12455.199997  
1q96C_M154.pdb -12198.261071  
1q96C_M155.pdb -13111.130953  
1q96C_M156.pdb -12996.523899  
1q96C_M157.pdb -12788.738332  
1q96C_M158.pdb -12469.586538  
1q96C_M159.pdb -12993.962564  
1q96C_M16.pdb -16067.255883  
1q96C_M160.pdb -12480.287899  
