-29022.6	721482	-0.0402264	0	0	0
-14196.8	903937	-0.0157055	0	0	0
-36014.6	708271	-0.0508487	0	0	0
-15441.7	907529	-0.0170151	0	0	0
-57784.6	712163	-0.0811396	0	0	0
-78976.3	681038	-0.115965	0	0	0
-83798.4	656313	-0.127681	0	0	0
-83612.4	686240	-0.121841	0	0	0
-75095.3	703068	-0.106811	0	0	0
-82247.2	651119	-0.126317	0	0	0
-74153.4	658154	-0.112669	0	0	0
-76873.3	643247	-0.119508	0	0	0
-75858.6	676866	-0.112073	0	0	0
-71962.5	761640	-0.0944836	0	0	0
-68203.6	692167	-0.0985363	0	0	0
-84201.8	646032	-0.130337	0	0	0
-78939.1	672244	-0.117426	0	0	0
-81483.3	668367	-0.121914	0	0	0
-78602.9	642832	-0.122276	0	0	0
-81111.6	694500	-0.116791	0	0	0
-57843.4	663390	-0.0871937	0	0	0
-62291.1	711919	-0.0874974	0	0	0
-58185.2	735982	-0.0790579	0	0	0
-60052.3	714022	-0.0841042	0	0	0
-60525.9	712521	-0.0849461	0	0	0
-44730.5	380899	-0.117434	0	0	0
-38941.8	380825	-0.102256	0	0	0
-38197.4	359592	-0.106224	0	0	0
-43449.6	369983	-0.117437	0	0	0
-43954.5	362267	-0.121332	0	0	0
1300.77	437988	0.00296987	0	0	0
8440.54	435485	0.0193819	0	0	0
738.515	436919	0.00169028	0	0	0
-88025.4	650313	-0.135358	0	0	0
-85353.9	672964	-0.126833	0	0	0
-84631.1	643491	-0.131519	0	0	0
-75754.6	628480	-0.120536	0	0	0
-69294.4	596800	-0.11611	0	0	0
-78311.5	668654	-0.117118	0	0	0
-74729	671358	-0.11131	0	0	0
-81882.7	717269	-0.114159	0	0	0
-76458.8	684834	-0.111646	0	0	0
-78430.3	708781	-0.110655	0	0	0
-75987.8	653180	-0.116335	0	0	0
-78718	609128	-0.129231	0	0	0
-78585	671348	-0.117056	0	0	0
-71962.5	761640	-0.0944836	0	0	0
-73718.1	656240	-0.112334	0	0	0
-78824.9	673133	-0.117101	0	0	0
-78367.2	664482	-0.117937	0	0	0
-80132.1	709619	-0.112923	0	0	0
-75815.1	726638	-0.104337	0	0	0
-55835.4	695931	-0.0802313	0	0	0
-66953.8	365659	-0.183104	0	0	0
-70578	390910	-0.180548	0	0	0
-68759.8	401285	-0.171349	0	0	0
-68041.4	579977	-0.117317	0	0	0
-69910.8	574803	-0.121626	0	0	0
-67705.6	542760	-0.124743	0	0	0
-71229.6	700034	-0.101752	0	0	0
-68636.1	586757	-0.116975	0	0	0
-64699.8	677881	-0.0954442	0	0	0
-62550.1	647927	-0.0965388	0	0	0
-16186.4	1257036	-0.0128767	0	0	0
-52900.8	548809	-0.096392	0	0	0
-52636.3	577065	-0.0912138	0	0	0
-60007.5	643620	-0.0932343	0	0	0
-53821	578400	-0.0930515	0	0	0
-53744.4	686326	-0.0783074	0	0	0
-69189.5	640599	-0.108007	0	0	0
-62778.1	651075	-0.0964222	0	0	0
-66550.9	621109	-0.107149	0	0	0
-65628.1	603414	-0.108761	0	0	0
-71267.5	610091	-0.116815	0	0	0
-74705.3	685988	-0.108902	0	0	0
-82504.3	676433	-0.12197	0	0	0
-76203.1	583149	-0.130675	0	0	0
-74496.3	583578	-0.127654	0	0	0
-73867.3	539573	-0.1369	0	0	0
-82335.6	709276	-0.116084	0	0	0
-82581.7	680107	-0.121425	0	0	0
-81450.2	681822	-0.11946	0	0	0
-80389.4	693809	-0.115867	0	0	0
-80705	757766	-0.106504	0	0	0
-72418.1	753117	-0.0961579	0	0	0
-70471.8	767328	-0.0918405	0	0	0
-67992	749266	-0.0907449	0	0	0
-70346.3	788219	-0.0892472	0	0	0
-69395.6	756443	-0.0917394	0	0	0
-49832.5	839428	-0.0593649	0	0	0
-14945.1	860223	-0.0173736	0	0	0
-48016.6	828885	-0.0579291	0	0	0
-40391.3	846385	-0.0477222	0	0	0
-44196.5	836042	-0.052864	0	0	0
-74705.3	685988	-0.108902	0	0	0
-81377	722688	-0.112603	0	0	0
-73867.3	539573	-0.1369	0	0	0
-73979.6	565922	-0.130724	0	0	0
-76203.1	583149	-0.130675	0	0	0
-37175.5	495151	-0.0750791	0	0	0
-40359.5	513534	-0.0785918	0	0	0
-40615.5	508136	-0.0799303	0	0	0
-37099.3	628041	-0.0590715	0	0	0
-39691	546753	-0.0725941	0	0	0
-78976.3	681038	-0.115965	0	0	0
-83798.4	656313	-0.127681	0	0	0
-83253.9	654561	-0.12719	0	0	0
-82247.2	651119	-0.126317	0	0	0
-78577.3	598455	-0.1313	0	0	0
-77447.2	655478	-0.118154	0	0	0
-70962.4	700301	-0.101331	0	0	0
-71661.7	862273	-0.0831079	0	0	0
-74767.1	711991	-0.105011	0	0	0
-72948.4	725065	-0.100609	0	0	0
-37175.5	495151	-0.0750791	0	0	0
-62016.9	717625	-0.0864196	0	0	0
-74089	606123	-0.122234	0	0	0
-66822.6	647632	-0.10318	0	0	0
-64434.8	658758	-0.0978125	0	0	0
-60921.8	638745	-0.0953774	0	0	0
-71669.1	655627	-0.109314	0	0	0
-75987.8	653180	-0.116335	0	0	0
-59349.1	757256	-0.0783739	0	0	0
-63187.4	716093	-0.0882391	0	0	0
-71962.5	761640	-0.0944836	0	0	0
-66449.9	541842	-0.122637	0	0	0
-63216.5	607114	-0.104126	0	0	0
-74816.8	635280	-0.11777	0	0	0
-62522.7	576244	-0.1085	0	0	0
-63477.2	594733	-0.106732	0	0	0
-82504.3	676433	-0.12197	0	0	0
-82726.8	700974	-0.118017	0	0	0
-85838.4	697008	-0.123153	0	0	0
-74705.3	685988	-0.108902	0	0	0
-66165.2	752915	-0.0878787	0	0	0
-60720.9	622472	-0.097548	0	0	0
-61943.2	620325	-0.099856	0	0	0
-61460.9	626922	-0.098036	0	0	0
-61687.4	615436	-0.100234	0	0	0
-59626.9	631001	-0.0944957	0	0	0
-60720.9	622472	-0.097548	0	0	0
-61943.2	620325	-0.099856	0	0	0
-61460.9	626922	-0.098036	0	0	0
-61687.4	615436	-0.100234	0	0	0
-59626.9	631001	-0.0944957	0	0	0
