R1116TS029_1.pdb;-101940.534057
R1116TS029_2.pdb;-95169.915992
R1116TS029_3.pdb;-106875.289254
R1116TS035_1.pdb;-129273.432437
R1116TS035_2.pdb;-129918.243342
R1116TS035_3.pdb;-130171.343201
R1116TS035_4.pdb;-131539.292399
R1116TS035_5.pdb;-126181.376110
R1116TS054_1.pdb;-119674.877446
R1116TS054_2.pdb;-120196.685569
R1116TS054_3.pdb;-124586.227927
R1116TS054_4.pdb;-132709.723959
R1116TS054_5.pdb;-128656.360778
R1116TS076_1.pdb;-130869.973114
R1116TS076_2.pdb;-128235.062126
R1116TS076_3.pdb;-132004.689575
R1116TS076_4.pdb;-130370.428571
R1116TS076_5.pdb;-126754.358086
R1116TS081_1.pdb;-122390.166111
R1116TS081_2.pdb;-127524.379316
R1116TS081_3.pdb;-129449.879221
R1116TS081_4.pdb;-124355.726719
R1116TS081_5.pdb;-125507.345155
R1116TS091_1.pdb;-57345.467791
R1116TS091_2.pdb;-61362.085275
R1116TS091_3.pdb;-52689.520842
R1116TS091_4.pdb;-52643.375525
R1116TS091_5.pdb;-59204.564859
R1116TS097_1.pdb;-53595.165200
R1116TS110_1.pdb;-120263.239238
R1116TS110_2.pdb;-122460.758582
R1116TS110_3.pdb;-121513.537806
R1116TS110_4.pdb;-120746.564367
R1116TS110_5.pdb;-120745.721020
R1116TS119_1.pdb;-128687.318701
R1116TS119_2.pdb;-129481.348786
R1116TS119_3.pdb;-124365.612105
R1116TS119_4.pdb;-128505.449353
R1116TS119_5.pdb;-128670.389532
R1116TS125_1.pdb;-129968.300140
R1116TS125_2.pdb;-133753.133559
R1116TS125_3.pdb;-127373.039292
R1116TS125_4.pdb;-125453.527971
R1116TS125_5.pdb;-131630.066657
R1116TS131_1.pdb;-90179.585134
R1116TS131_2.pdb;-65673.040378
R1116TS131_3.pdb;-85861.712050
R1116TS131_4.pdb;-94986.346990
R1116TS131_5.pdb;-85872.809269
R1116TS147_1.pdb;-110479.234117
R1116TS147_2.pdb;-106777.672991
R1116TS147_3.pdb;-111577.222024
R1116TS147_4.pdb;-118425.712003
R1116TS147_5.pdb;-109264.054909
R1116TS163_1.pdb;-100018.757744
R1116TS163_2.pdb;-106907.153590
R1116TS163_3.pdb;-106864.739185
R1116TS177_1.pdb;-134119.341249
R1116TS185_1.pdb;-130958.386387
R1116TS185_2.pdb;-138419.873516
R1116TS185_3.pdb;-130860.047336
R1116TS185_4.pdb;-130908.182980
R1116TS185_5.pdb;-137907.275822
R1116TS227_1.pdb;-110479.234117
R1116TS227_2.pdb;-106777.672991
R1116TS227_3.pdb;-111577.222024
R1116TS227_4.pdb;-118425.712003
R1116TS227_5.pdb;-109264.054909
R1116TS229_1.pdb;-113444.299774
R1116TS229_2.pdb;-112720.811727
R1116TS229_3.pdb;-111479.212835
R1116TS229_4.pdb;-116033.098563
R1116TS229_5.pdb;-125358.684487
R1116TS232_1.pdb;-141217.666621
R1116TS232_2.pdb;-141640.521040
R1116TS232_3.pdb;-139925.945212
R1116TS232_4.pdb;-139776.776584
R1116TS232_5.pdb;-140278.171543
R1116TS235_1.pdb;-114094.109067
R1116TS235_2.pdb;-112749.162185
R1116TS235_3.pdb;-114206.372133
R1116TS235_4.pdb;-107797.825838
R1116TS235_5.pdb;-116984.169528
R1116TS238_1.pdb;-102620.372021
R1116TS238_2.pdb;-70382.371171
R1116TS239_1.pdb;-120567.759894
R1116TS239_2.pdb;-115713.555253
R1116TS239_3.pdb;-116852.671737
R1116TS239_4.pdb;-115762.232926
R1116TS239_5.pdb;-115404.434815
R1116TS245_1.pdb;-91160.506000
R1116TS245_2.pdb;-95294.914827
R1116TS245_3.pdb;-98459.590089
R1116TS245_4.pdb;-89051.578395
R1116TS245_5.pdb;-89346.228819
R1116TS248_1.pdb;-129116.784637
R1116TS248_2.pdb;-131155.998788
R1116TS248_3.pdb;-127355.239347
R1116TS248_4.pdb;-131138.037674
R1116TS248_5.pdb;-128500.679783
R1116TS285_1.pdb;-118256.952917
R1116TS285_2.pdb;-122785.620222
R1116TS285_3.pdb;-122837.997778
R1116TS285_4.pdb;-117009.826840
R1116TS285_5.pdb;-119863.610106
R1116TS287_1.pdb;-122843.192828
R1116TS287_2.pdb;-122958.225996
R1116TS287_3.pdb;-121494.445286
R1116TS287_4.pdb;-120108.019646
R1116TS287_5.pdb;-119844.829638
R1116TS385_1.pdb;-91160.506000
R1116TS385_2.pdb;-95294.914827
R1116TS385_3.pdb;-98459.590089
R1116TS385_4.pdb;-89051.578395
R1116TS385_5.pdb;-89346.228819
R1116TS392_1.pdb;-134539.487809
R1116TS392_2.pdb;-130816.733897
R1116TS392_3.pdb;-118999.897195
R1116TS392_4.pdb;-119604.652589
R1116TS392_5.pdb;-126901.619601
R1116TS416_1.pdb;-122253.829795
R1116TS416_2.pdb;-109320.036374
R1116TS416_3.pdb;-128225.630029
R1116TS416_4.pdb;-118539.067536
R1116TS416_5.pdb;-125261.943411
R1116TS434_1.pdb;-110479.234117
R1116TS434_2.pdb;-106777.672991
R1116TS434_3.pdb;-111577.222024
R1116TS434_4.pdb;-118425.712003
R1116TS434_5.pdb;-109264.054909
R1116TS439_1.pdb;-121112.726137
R1116TS439_2.pdb;-109076.429765
R1116TS439_3.pdb;-121709.262157
R1116TS439_4.pdb;-119547.622155
R1116TS439_5.pdb;-123583.461303
R1116TS470_1.pdb;-112903.355653
R1116TS470_2.pdb;-111589.028063
R1116TS470_3.pdb;-111361.216169
R1116TS470_4.pdb;-105988.293694
R1116TS470_5.pdb;-111206.429193
R1116TS489_1.pdb;-110396.815174
R1116TS489_2.pdb;-111616.299799
R1116TS489_3.pdb;-110671.903439
R1116TS489_4.pdb;-109999.222177
R1116TS489_5.pdb;-105651.356128
